Xã/Phường,Quận/Huyện,Tỉnh/Thành phố,Chủ đầu tư,Tên dự án,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền,Hướng nhà,Hướng ban công,Thông tin khác,Lịch sử giá,Khoảng giá
Phường Thượng Đình,Thanh Xuân,Hà Nội,Tập đoàn Vingroup,Royal City,133 m²,Thỏa thuận,3 phòng,2 phòng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 51,7 tr/m²; Giá T11/22: 51,1 tr/m²; Giá T12/22: 51,6 tr/m²; Giá T1/23: 47,3 tr/m²; Giá T2/23: 51,6 tr/m²; Giá T3/23: 54,3 tr/m²; Giá T4/23: 56,5 tr/m²; Giá T5/23: 54,1 tr/m²; Giá T6/23: 54 tr/m²; Giá T7/23: 55,4 tr/m²; Giá T8/23: 58,7 tr/m²; Giá T9/23: 57,2 tr/m²; Giá T10/23: 58,6 tr/m²; Giá T11/23: 62,6 tr/m²; Giá T12/23: 62,4 tr/m²; Giá T1/24: 65 tr/m²; Giá T2/24: 68,6 tr/m²; Giá T3/24: 73,3 tr/m²; Giá T4/24: 76,7 tr/m²; Giá T5/24: 78 tr/m²; Giá T6/24: 78,4 tr/m²; Giá T7/24: 76,2 tr/m²; Giá T8/24: 84,5 tr/m²; Giá T9/24: 83,4 tr/m²; Giá T10/24: 84,1 tr/m²;  ","43,5 68,6; 44,1 70,2; 43,1 70,1; 40,6 63,1; 41,4 74,5; 43,7 73,7; 43,7 82,2; 45 72,2; 45,6 68,2; 47 74,8; 46,7 78,2; 49,6 76,9; 50 78,3; 52,8 81,8; 51,7 78; 53,1 96; 54,6 76,8; 59,1 89,2; 65,2 103; 62,5 100; 64 100,2; 64 105,3; 67,7 103,8; 68,1 105,1; 71,6 106,3"
Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,Tổng công ty Xây dựng Hà Nội,Khu Ngoại Giao Đoàn,172 m²,15 tỷ,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 49,6 tr/m²; Giá T11/22: 45 tr/m²; Giá T12/22: 47,9 tr/m²; Giá T1/23: 50,4 tr/m²; Giá T2/23: 45,1 tr/m²; Giá T3/23: 46,9 tr/m²; Giá T4/23: 47,6 tr/m²; Giá T5/23: 51,2 tr/m²; Giá T6/23: 50 tr/m²; Giá T7/23: 50,6 tr/m²; Giá T8/23: 51,4 tr/m²; Giá T9/23: 53,5 tr/m²; Giá T10/23: 54,4 tr/m²; Giá T11/23: 53,3 tr/m²; Giá T12/23: 57,2 tr/m²; Giá T1/24: 55 tr/m²; Giá T2/24: 55,3 tr/m²; Giá T3/24: 60 tr/m²; Giá T4/24: 65 tr/m²; Giá T5/24: 69,3 tr/m²; Giá T6/24: 64,5 tr/m²; Giá T7/24: 65,1 tr/m²; Giá T8/24: 65,7 tr/m²; Giá T9/24: 69,3 tr/m²; Giá T10/24: 75,1 tr/m²;  ","38,3 53,1; 39 51,4; 36,8 69; 38 54,9; 40 61,7; 39,1 60,5; 40,1 54,3; 41,4 62; 40,9 76,4; 43,2 70,1; 43,9 64,7; 42,9 79,3; 47,7 80,5; 45,9 64,4; 49,1 71,9; 49,9 61,8; 52 59,6; 53 68,3; 55,7 76,5; 55 93,5; 55 97,7; 55 78,6; 55,9 90,5; 61,1 85,2; 62 90,5"
Vĩnh Tuy,Hai Bà Trưng,Hà Nội,Công ty CP Tập đoàn Sunshine,Sunshine Garden,95 m²,"6,4 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 41 tr/m²; Giá T11/22: 41,8 tr/m²; Giá T12/22: 40 tr/m²; Giá T1/23: 42,6 tr/m²; Giá T2/23: 42,6 tr/m²; Giá T3/23: 42,4 tr/m²; Giá T4/23: 41,3 tr/m²; Giá T5/23: 43,3 tr/m²; Giá T6/23: 41 tr/m²; Giá T7/23: 42,3 tr/m²; Giá T8/23: 42,2 tr/m²; Giá T9/23: 42,4 tr/m²; Giá T10/23: 44,3 tr/m²; Giá T11/23: 46,6 tr/m²; Giá T12/23: 47,6 tr/m²; Giá T1/24: 46,5 tr/m²; Giá T2/24: 50,3 tr/m²; Giá T3/24: 51,6 tr/m²; Giá T4/24: 53,2 tr/m²; Giá T5/24: 53,5 tr/m²; Giá T6/24: 55,5 tr/m²; Giá T7/24: 56,7 tr/m²; Giá T8/24: 57,4 tr/m²; Giá T9/24: 63,4 tr/m²; Giá T10/24: 67,5 tr/m²;  ","36,8 51,3; 34,4 48,5; 35,8 47,4; 37,4 55,5; 34,6 47,2; 36,9 48,5; 34 46; 37 47,3; 35,9 49,6; 36 46,8; 34,7 44,8; 36,9 48,6; 39 51,1; 38,9 50,9; 42 56,9; 39,9 58,1; 40,9 60,2; 41,7 63,7; 44,8 73,4; 44,5 65,6; 45,4 66,9; 47,9 70,9; 44,7 70,4; 48,3 76,1; 48,9 84,6"
Xã Tiền Phong,Mê Linh,Hà Nội,Tổng công ty XD Công trình Giao thông 5 - Cienco5,Khu đô thị Cienco 5 Mê Linh,100 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,5 m,Không có thông tin,Không có thông tin,Không có thông tin,"Giá Q3/22: 26,9 tr/m²; Giá Q3/22: 26,9 tr/m²; Giá Q4/22: 24 tr/m²; Giá Q4/22: 24 tr/m²; Giá Q4/22: 24 tr/m²; Giá Q1/23: 24 tr/m²; Giá Q1/23: 24 tr/m²; Giá Q1/23: 24 tr/m²; Giá Q2/23: 24 tr/m²; Giá Q2/23: 24 tr/m²; Giá Q2/23: 24 tr/m²; Giá Q3/23: 22,7 tr/m²; Giá Q3/23: 22,7 tr/m²; Giá Q3/23: 22,7 tr/m²; Giá Q4/23: 22,5 tr/m²; Giá Q4/23: 22,5 tr/m²; Giá Q4/23: 22,5 tr/m²; Giá Q1/24: 24 tr/m²; Giá Q1/24: 24 tr/m²; Giá Q1/24: 24 tr/m²; Giá Q2/24: 27,7 tr/m²; Giá Q2/24: 27,7 tr/m²; Giá Q2/24: 27,7 tr/m²; Giá Q3/24: 28,9 tr/m²; Giá Q3/24: 28,9 tr/m²;  ","22,5 48,4; 22,5 48,4; 18,5 34,3; 18,5 34,3; 18,5 34,3; 18,5 34,3; 18,5 34,3; 18,5 34,3; 18,5 34,3; 18,5 34,3; 18,5 34,3; 17 31; 17 31; 17 31; 19 26,4; 19 26,4; 19 26,4; 19,8 33; 19,8 33; 19,8 33; 20 37,6; 20 37,6; 20 37,6; 22,7 39,4; 22,7 39,4"
Dự án The Golden An Khánh,Hoài Đức,Hà Nội,Công ty CP Sông Đà - Hoàng Long,The Golden An Khánh,60 m²,"3,2 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Đông,Đông,Không có thông tin,"Giá T10/22: 25,3 tr/m²; Giá T11/22: 25 tr/m²; Giá T12/22: 25,3 tr/m²; Giá T1/23: 24,5 tr/m²; Giá T2/23: 25,9 tr/m²; Giá T3/23: 27,5 tr/m²; Giá T4/23: 25,8 tr/m²; Giá T5/23: 27,7 tr/m²; Giá T6/23: 26,4 tr/m²; Giá T7/23: 26,2 tr/m²; Giá T8/23: 26,2 tr/m²; Giá T9/23: 26,4 tr/m²; Giá T10/23: 27,4 tr/m²; Giá T11/23: 32,6 tr/m²; Giá T12/23: 31,4 tr/m²; Giá T1/24: 35,8 tr/m²; Giá T2/24: 34,4 tr/m²; Giá T3/24: 37,3 tr/m²; Giá T4/24: 38,5 tr/m²; Giá T5/24: 38 tr/m²; Giá T6/24: 38,4 tr/m²; Giá T7/24: 39,1 tr/m²; Giá T8/24: 40,7 tr/m²; Giá T9/24: 43,7 tr/m²; Giá T10/24: 45,2 tr/m²;  ","23,4 45,2; 23,9 27,4; 23,1 28,1; 23,4 39,5; 23,3 28,4; 24,3 35,2; 23,6 27,5; 25 33,3; 24,6 29,2; 24,3 29,1; 24,8 28; 24,6 29,4; 26 29,7; 27,9 33,3; 28,9 40,2; 29 39,7; 33 39,9; 34,3 39,9; 31,2 41,2; 33,6 42; 36,1 41,8; 35,7 40,8; 35 44,8; 39,7 45,2; 38,5 50"
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty CP Tập đoàn Sunshine,Noble Crystal Tây Hồ,250 m²,40 tỷ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"Giá Q4/22: 61,1 tr/m²; Giá Q4/22: 61,1 tr/m²; Giá Q4/22: 61,1 tr/m²; Giá Q1/23: 61,1 tr/m²; Giá Q1/23: 61,1 tr/m²; Giá Q1/23: 61,1 tr/m²; Giá Q2/23: 61,1 tr/m²; Giá Q2/23: 61,1 tr/m²; Giá Q2/23: 61,1 tr/m²; Giá Q3/23: 61,1 tr/m²; Giá Q3/23: 61,1 tr/m²; Giá Q3/23: 61,1 tr/m²; Giá Q3/23: 61,1 tr/m²; Giá Q4/23: 61,1 tr/m²; Giá Q4/23: 61,1 tr/m²; Giá Q4/23: 61,1 tr/m²; Giá Q1/24: 61,1 tr/m²; Giá Q1/24: 61,1 tr/m²; Giá Q1/24: 61,1 tr/m²; Giá Q1/24: 61,1 tr/m²; Giá Q2/24: 61,1 tr/m²; Giá Q2/24: 61,1 tr/m²; Giá Q2/24: 61,1 tr/m²; Giá Q3/24: 197,4 tr/m²; Giá Q3/24: 197,4 tr/m²;  ","53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 53,8 68; 142,3 271,4; 142,3 271,4"
Vĩnh Tuy,Hai Bà Trưng,Hà Nội,Tập đoàn Vingroup,Times City,76 m²,"7,35 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Nam,Bắc,Không có thông tin,"Giá T10/22: 52,7 tr/m²; Giá T11/22: 51,8 tr/m²; Giá T12/22: 51,9 tr/m²; Giá T1/23: 52,9 tr/m²; Giá T2/23: 51 tr/m²; Giá T3/23: 50 tr/m²; Giá T4/23: 51,3 tr/m²; Giá T5/23: 49,9 tr/m²; Giá T6/23: 50 tr/m²; Giá T7/23: 49,9 tr/m²; Giá T8/23: 51,2 tr/m²; Giá T9/23: 52,7 tr/m²; Giá T10/23: 54,5 tr/m²; Giá T11/23: 56,3 tr/m²; Giá T12/23: 55,8 tr/m²; Giá T1/24: 60,3 tr/m²; Giá T2/24: 62 tr/m²; Giá T3/24: 67,9 tr/m²; Giá T4/24: 68,5 tr/m²; Giá T5/24: 68,3 tr/m²; Giá T6/24: 70,8 tr/m²; Giá T7/24: 73,7 tr/m²; Giá T8/24: 78,3 tr/m²; Giá T9/24: 83,9 tr/m²; Giá T10/24: 88,8 tr/m²;  ","46,6 62,1; 46,3 62,3; 46,3 62,8; 45,5 59,9; 46,2 60,7; 44,7 60,6; 44,8 62,9; 45,2 59,2; 45,6 62,1; 45,3 62,5; 45 65,7; 48,2 60; 48,2 66,4; 50 65,3; 48,9 73,9; 51 77,4; 55,4 69,9; 55,4 79,4; 61,1 79,6; 61,1 79; 62,7 86,8; 65,1 86,2; 67,3 93; 71,5 99,3; 75,1 100,9"
Xã Dương Xá,Gia Lâm,Hà Nội,Tập đoàn Vingroup,The London - Vinhomes Ocean Park,"54,4 m²","3,52 tỷ",2 phòng,2 phòng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Đa Tốn,Gia Lâm,Hà Nội,Tập đoàn Vingroup,The Beverly - Vinhomes Ocean Park,"81,5 m²","4,7 tỷ",3 phòng,2 phòng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Tây Mỗ,Nam Từ Liêm,Hà Nội.,Đang cập nhật,The Sakura - Vinhomes Smart City,60 m²,Thỏa thuận,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"Giá Q3/22: 151,7 tr/m²; Giá Q3/22: 151,7 tr/m²; Giá Q4/22: 150,3 tr/m²; Giá Q4/22: 150,3 tr/m²; Giá Q4/22: 150,3 tr/m²; Giá Q1/23: 150,3 tr/m²; Giá Q1/23: 150,3 tr/m²; Giá Q1/23: 150,3 tr/m²; Giá Q2/23: 150,3 tr/m²; Giá Q2/23: 150,3 tr/m²; Giá Q2/23: 150,3 tr/m²; Giá Q3/23: 150,3 tr/m²; Giá Q3/23: 150,3 tr/m²; Giá Q3/23: 150,3 tr/m²; Giá Q4/23: 150,3 tr/m²; Giá Q4/23: 150,3 tr/m²; Giá Q4/23: 150,3 tr/m²; Giá Q1/24: 150,3 tr/m²; Giá Q1/24: 150,3 tr/m²; Giá Q1/24: 150,3 tr/m²; Giá Q2/24: 157,6 tr/m²; Giá Q2/24: 157,6 tr/m²; Giá Q2/24: 157,6 tr/m²; Giá Q3/24: 173,6 tr/m²; Giá Q3/24: 173,6 tr/m²;  ","113,3 201,2; 113,3 201,2; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 131,8 163,8; 116 229,2; 116 229,2; 116 229,2; 125 228,7; 125 228,7"
Di Trạch,Hoài Đức,Hà Nội,Công ty Vietracimex,Hinode Royal Park,100 m²,13 tỷ,Không có thông tin,Không có thông tin,Hợp đồng mua bán,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 104,6 tr/m²; Giá T11/22: 80 tr/m²; Giá T12/22: 94,5 tr/m²; Giá T1/23: 82,1 tr/m²; Giá T2/23: 82,4 tr/m²; Giá T3/23: 81,1 tr/m²; Giá T4/23: 81,2 tr/m²; Giá T5/23: 97,5 tr/m²; Giá T6/23: 81,2 tr/m²; Giá T7/23: 81,6 tr/m²; Giá T8/23: 84 tr/m²; Giá T9/23: 83,3 tr/m²; Giá T10/23: 87,8 tr/m²; Giá T11/23: 97,6 tr/m²; Giá T12/23: 93,2 tr/m²; Giá T1/24: 96 tr/m²; Giá T2/24: 98,7 tr/m²; Giá T3/24: 129,5 tr/m²; Giá T4/24: 127,8 tr/m²; Giá T5/24: 130 tr/m²; Giá T6/24: 126,2 tr/m²; Giá T7/24: 135,6 tr/m²; Giá T8/24: 153,7 tr/m²; Giá T9/24: 170 tr/m²; Giá T10/24: 163,1 tr/m²;  ","73,7 154; 63,7 130,8; 60 170,2; 58 268; 58 128,6; 66,7 134,8; 65,8 117,9; 63,4 125,2; 69,7 118,1; 69,8 127,9; 70,2 115,9; 70 122,3; 75 128,8; 80 129,3; 81,3 120,5; 80 147,3; 78,8 157,8; 90 174,5; 100 191,3; 100 199; 99,9 175,8; 103,7 201,1; 108,4 207,9; 130,5 237,3; 130 240"
Xã Đa Tốn,Gia Lâm,Hà Nội,Tập đoàn Vingroup,Vinhomes Ocean Park Gia Lâm,"69,2 m²","2,95 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Nội thất: Bàn giao nguyên bản chủ đầu tư.,Không có thông tin,Không có thông tin,Đông - Bắc,Không có thông tin,"Giá T10/22: 31,6 tr/m²; Giá T11/22: 30,6 tr/m²; Giá T12/22: 29,8 tr/m²; Giá T1/23: 29,8 tr/m²; Giá T2/23: 29,7 tr/m²; Giá T3/23: 30,2 tr/m²; Giá T4/23: 30,7 tr/m²; Giá T5/23: 30,7 tr/m²; Giá T6/23: 30,7 tr/m²; Giá T7/23: 30,2 tr/m²; Giá T8/23: 30,6 tr/m²; Giá T9/23: 31,3 tr/m²; Giá T10/23: 31,9 tr/m²; Giá T11/23: 32,4 tr/m²; Giá T12/23: 32,4 tr/m²; Giá T1/24: 33,4 tr/m²; Giá T2/24: 33,8 tr/m²; Giá T3/24: 36,4 tr/m²; Giá T4/24: 39,4 tr/m²; Giá T5/24: 39,1 tr/m²; Giá T6/24: 40,3 tr/m²; Giá T7/24: 41,7 tr/m²; Giá T8/24: 45,4 tr/m²; Giá T9/24: 48 tr/m²; Giá T10/24: 50,7 tr/m²;  ","27,4 45; 27,2 41,4; 26,5 38,3; 25,4 42,5; 25,7 41,5; 26,1 40,4; 26 40,2; 25,8 39,3; 26,4 37,8; 26,1 37,6; 27 40; 26,7 42; 27,4 39; 28,1 40; 28,7 41,1; 29,3 42,5; 30 41,9; 31,7 46,6; 34,3 48,3; 35 46,3; 35,6 47,4; 37,5 50,5; 40,2 55,2; 41,9 59,7; 43,3 62,7"
Phường Vĩnh Phúc,Ba Đình,Hà Nội,Công ty CP đầu tư & xây dựng Ba Đình số 1,Khu nhà ở số 6 Đội Nhân,94 m²,"5,99 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Mới sắm toàn bộ, sẵn cho hộ gia đình ở lâu dài",Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,Tập đoàn Lã Vọng,Louis City Hoàng Mai,95 m²,"27,5 tỷ",6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,Đông,Đông,"Đường vào: 17,5 m; Số tầng: 5 tầng","Giá T10/22: 150 tr/m²; Giá T11/22: 150 tr/m²; Giá T12/22: 145 tr/m²; Giá T1/23: 145 tr/m²; Giá T2/23: 152,9 tr/m²; Giá T3/23: 135 tr/m²; Giá T4/23: 164,5 tr/m²; Giá T5/23: 153,1 tr/m²; Giá T6/23: 140,6 tr/m²; Giá T7/23: 149,6 tr/m²; Giá T8/23: 160 tr/m²; Giá T9/23: 162,9 tr/m²; Giá T10/23: 150 tr/m²; Giá T11/23: 160 tr/m²; Giá T12/23: 158,6 tr/m²; Giá T1/24: 167,5 tr/m²; Giá T2/24: 150 tr/m²; Giá T3/24: 167,9 tr/m²; Giá T4/24: 209 tr/m²; Giá T5/24: 218,8 tr/m²; Giá T6/24: 230,7 tr/m²; Giá T7/24: 232,6 tr/m²; Giá T8/24: 243,8 tr/m²; Giá T9/24: 232,4 tr/m²; Giá T10/24: 260 tr/m²;  ","131,6 182,7; 130 197; 128,5 198; 133 256,6; 130 252; 125 150,5; 136 261,4; 125 250; 120,8 268,5; 130 224,7; 136 240; 137,2 229,6; 135 187; 145 185,8; 140,9 195,5; 142,8 251; 135 218,8; 144,3 250; 165 255,7; 160 279,9; 179,8 262,9; 177 282,8; 175 348,2; 176,1 270,5; 180 348,2"
Phường Vĩnh Tuy,Hai Bà Trưng,Hà Nội,Công ty CP Terra Gold Việt Nam,Imperia Sky Garden,105 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Tây - Nam,Đông - Bắc,Không có thông tin,"Giá T10/22: 49,1 tr/m²; Giá T11/22: 50,5 tr/m²; Giá T12/22: 50 tr/m²; Giá T1/23: 51,4 tr/m²; Giá T2/23: 50,2 tr/m²; Giá T3/23: 49,4 tr/m²; Giá T4/23: 50,9 tr/m²; Giá T5/23: 49,2 tr/m²; Giá T6/23: 51 tr/m²; Giá T7/23: 48,4 tr/m²; Giá T8/23: 48,8 tr/m²; Giá T9/23: 49,9 tr/m²; Giá T10/23: 52,3 tr/m²; Giá T11/23: 52,5 tr/m²; Giá T12/23: 54,6 tr/m²; Giá T1/24: 52,8 tr/m²; Giá T2/24: 48,5 tr/m²; Giá T3/24: 61,1 tr/m²; Giá T4/24: 65,9 tr/m²; Giá T5/24: 63,9 tr/m²; Giá T6/24: 64,7 tr/m²; Giá T7/24: 66,2 tr/m²; Giá T8/24: 65,8 tr/m²; Giá T9/24: 72,7 tr/m²; Giá T10/24: 78,6 tr/m²;  ","42 57,5; 44 59,2; 45,1 56,3; 45,5 56,8; 42,7 57,3; 44,8 55,5; 44,7 57,1; 45,6 58,5; 44,7 56,8; 45 56,2; 45,1 56; 46 55,1; 46,9 61,4; 45,1 61,3; 48,5 62,7; 48,1 58,9; 43,9 60,4; 50 66,7; 57 70,8; 47,6 71,1; 53,2 68,6; 54,1 76,6; 51,7 73,2; 58,3 84; 60 88,7"
Xã Đông Hội,Đông Anh,Hà Nội,Công ty CP Eurowindow Holding,Eurowindow River Park,85 m²,"4,15 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Tây - Bắc,Đông - Nam,Không có thông tin,"Giá T10/22: 25 tr/m²; Giá T11/22: 25,9 tr/m²; Giá T12/22: 26 tr/m²; Giá T1/23: 25 tr/m²; Giá T2/23: 26,6 tr/m²; Giá T3/23: 27,5 tr/m²; Giá T4/23: 26,9 tr/m²; Giá T5/23: 28,1 tr/m²; Giá T6/23: 26 tr/m²; Giá T7/23: 25,4 tr/m²; Giá T8/23: 25,4 tr/m²; Giá T9/23: 26 tr/m²; Giá T10/23: 26,4 tr/m²; Giá T11/23: 28,3 tr/m²; Giá T12/23: 28,3 tr/m²; Giá T1/24: 28,4 tr/m²; Giá T2/24: 31,7 tr/m²; Giá T3/24: 34 tr/m²; Giá T4/24: 38,1 tr/m²; Giá T5/24: 38,7 tr/m²; Giá T6/24: 39 tr/m²; Giá T7/24: 39,5 tr/m²; Giá T8/24: 42,6 tr/m²; Giá T9/24: 50,7 tr/m²; Giá T10/24: 51,3 tr/m²;  ","21,4 29,4; 21,7 29,6; 22 30,3; 21,4 31; 21,4 32,3; 21,9 35; 22 31,3; 22,4 32; 22,7 32,7; 22,3 31; 23,1 30,8; 23,2 33,8; 23,2 33,3; 24 33,3; 25 32,5; 27 33,3; 28 34,9; 30,5 39,8; 33,6 42,5; 34,9 42,8; 36,1 45,1; 37 44,5; 38,3 49,4; 42,7 62,3; 45,9 77,8"
Dương Xá,Gia Lâm,Hà Nội,CapitaLand Development (Việt Nam),Chung cư The Senique Hanoi,54 m²,4 tỷ,2 phòng,2 phòng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Nhân Chính,Thanh Xuân,Hà Nội,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội,HDI Homes Nguyễn Tuân,100 m²,420 triệu,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,7 m,Nam,Đông - Nam,Số tầng: 5 tầng,"Giá Q4/22: 215 tr/m²; Giá Q4/22: 215 tr/m²; Giá Q4/22: 215 tr/m²; Giá Q1/23: 215 tr/m²; Giá Q1/23: 215 tr/m²; Giá Q1/23: 215 tr/m²; Giá Q2/23: 215 tr/m²; Giá Q2/23: 215 tr/m²; Giá Q2/23: 215 tr/m²; Giá Q3/23: 215 tr/m²; Giá Q3/23: 215 tr/m²; Giá Q3/23: 215 tr/m²; Giá Q3/23: 215 tr/m²; Giá Q4/23: 215 tr/m²; Giá Q4/23: 215 tr/m²; Giá Q4/23: 215 tr/m²; Giá Q1/24: 215 tr/m²; Giá Q1/24: 215 tr/m²; Giá Q1/24: 215 tr/m²; Giá Q1/24: 215 tr/m²; Giá Q2/24: 357,1 tr/m²; Giá Q2/24: 357,1 tr/m²; Giá Q2/24: 357,1 tr/m²; Giá Q3/24: 374,8 tr/m²; Giá Q3/24: 374,8 tr/m²;  ","201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 201,8 221; 352 371,4; 352 371,4; 352 371,4; 352 395,2; 352 395,2"
Trung Văn,Nam Từ Liêm,Hà Nội,Công ty CP Đầu tư Xây dựng Hạ tầng và Giao Thông,Tòa nhà Intracom1 - Trung Văn,"96,5 m²",50 triệu,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Nam,Bắc,Không có thông tin,"Giá Q3/22: 28 tr/m²; Giá Q3/22: 28 tr/m²; Giá Q4/22: 29,9 tr/m²; Giá Q4/22: 29,9 tr/m²; Giá Q4/22: 29,9 tr/m²; Giá Q1/23: 30 tr/m²; Giá Q1/23: 30 tr/m²; Giá Q1/23: 30 tr/m²; Giá Q2/23: 29,2 tr/m²; Giá Q2/23: 29,2 tr/m²; Giá Q2/23: 29,2 tr/m²; Giá Q3/23: 28,1 tr/m²; Giá Q3/23: 28,1 tr/m²; Giá Q3/23: 28,1 tr/m²; Giá Q4/23: 33,2 tr/m²; Giá Q4/23: 33,2 tr/m²; Giá Q4/23: 33,2 tr/m²; Giá Q1/24: 35 tr/m²; Giá Q1/24: 35 tr/m²; Giá Q1/24: 35 tr/m²; Giá Q2/24: 37,5 tr/m²; Giá Q2/24: 37,5 tr/m²; Giá Q2/24: 37,5 tr/m²; Giá Q3/24: 46,6 tr/m²; Giá Q3/24: 46,6 tr/m²;  ","24 31,1; 24 31,1; 25,4 30,7; 25,4 30,7; 25,4 30,7; 27,1 33,8; 27,1 33,8; 27,1 33,8; 27,6 32,6; 27,6 32,6; 27,6 32,6; 25 30,4; 25 30,4; 25 30,4; 30,2 35,3; 30,2 35,3; 30,2 35,3; 32,5 40,2; 32,5 40,2; 32,5 40,2; 33,3 47,7; 33,3 47,7; 33,3 47,7; 41,9 53,2; 41,9 53,2"
Phường Kiến Hưng,Hà Đông,Hà Nội,Công ty CP Đầu tư Phát triển Đô thị Kiến Hưng,Kiến Hưng Luxury,70 m²,14 tỷ,Không có thông tin,Không có thông tin,Sổ đỏ lâu dài,Không có thông tin,Không có thông tin,Đông - Bắc,Không có thông tin,Số tầng: 5 tầng,"Giá T10/22: 162,4 tr/m²; Giá T11/22: 162,2 tr/m²; Giá T12/22: 146,3 tr/m²; Giá T1/23: 143,9 tr/m²; Giá T2/23: 146,9 tr/m²; Giá T3/23: 153,9 tr/m²; Giá T4/23: 149,2 tr/m²; Giá T5/23: 135,7 tr/m²; Giá T6/23: 146,3 tr/m²; Giá T7/23: 146,8 tr/m²; Giá T8/23: 183,7 tr/m²; Giá T9/23: 157,9 tr/m²; Giá T10/23: 150 tr/m²; Giá T11/23: 153,3 tr/m²; Giá T12/23: 250,3 tr/m²; Giá T1/24: 170,9 tr/m²; Giá T2/24: 178,8 tr/m²; Giá T3/24: 184,9 tr/m²; Giá T4/24: 216 tr/m²; Giá T5/24: 215,4 tr/m²; Giá T6/24: 223,5 tr/m²; Giá T7/24: 233,3 tr/m²; Giá T8/24: 236,5 tr/m²; Giá T9/24: 246,2 tr/m²; Giá T10/24: 252 tr/m²;  ","147,2 267,9; 142,4 268; 128,8 173,7; 126,8 272,2; 130 224,4; 130,7 261,5; 125,5 155,1; 116,4 197; 126,8 157,9; 141,1 220,4; 139,5 244; 138,1 248; 138,5 218,4; 143,2 219,2; 156,5 266,5; 146,4 207,3; 149,8 231,8; 158,3 252,5; 186,3 256,5; 188,3 261,3; 193,7 257,3; 192,9 256,4; 203,9 258,2; 216,3 270,9; 227,1 304,7"
